id,name,contact_name,phone,email,address,payment_terms,notes,is_active
30c4f4d7-a9b3-57a9-b567-0dde5cfb3609,Fidia Farmaceutici,,,,,,,True
5c23bddc-05d2-51e8-a5b9-c0ec6e96721d,Galderma,,,,,,,True
5ba9fcf0-a75c-54f5-b970-0e0b4139ce35,Merz,,,,,,,True
0c5ca76b-3539-5ad7-8bba-6754083200e5,IBSA,,,,,,,True
67a524fe-0470-566b-a9a0-5d5366c7380d,Teoxane,,,,,,,True
0ee2f814-eb58-542f-83ee-0a028ed018d2,Revitacare,,,,,,,True
e6774a66-319e-5392-b342-62c10fa33e36,Allergan,,,,,,,True
bc943f05-8466-54bf-9994-380003f1e608,Sinclair,,,,,,,True
f95d220e-9a4e-5a48-aeec-da26c0894c35,InMode,,,,,,,True
